arr_delay,dep_delay,carrier,tailnum,origin,dest,distance,time
-3,3,AA,N750UW,LAX,PHX,370,2022-08-07T09:45:00Z
-10,4,OO,N947SW,LAX,FAT,209,2022-08-07T10:15:00Z
18,-4,DL,N869DN,LAX,BNA,1797,2022-08-07T10:50:00Z
1,10,AA,N827NN,LAX,ORD,1744,2022-08-07T13:20:00Z
-18,-4,AA,N117AN,LAX,JFK,2475,2022-08-07T15:30:00Z
16,11,OO,N295SY,LAX,SJC,308,2022-08-07T17:15:00Z
84,89,B6,N988JT,LAX,SFO,337,2022-08-07T17:35:00Z
-3,-5,AA,N177XF,LAX,LAS,236,2022-08-07T19:00:00Z
70,87,DL,N3743H,LAX,PDX,834,2022-08-07T20:10:00Z
50,74,WN,N7839A,LAX,SFO,337,2022-08-08T09:15:00Z
-18,-9,B6,N964JT,LAX,EWR,2454,2022-08-08T11:00:00Z
-3,4,WN,N8680C,LAX,AUS,1242,2022-08-08T11:20:00Z
7,6,AA,N443AA,LAX,DFW,1235,2022-08-08T12:08:00Z
-12,-3,DL,N916DU,LAX,MSY,1670,2022-08-08T12:20:00Z
18,-5,AA,N110AN,LAX,BOS,2611,2022-08-08T15:00:00Z
-10,-6,UA,N14242,LAX,DEN,862,2022-08-08T18:20:00Z
-8,-17,AS,N481AS,LAX,GEG,945,2022-08-08T20:35:00Z
2,7,AA,N724AN,LAX,MIA,2342,2022-08-08T23:20:00Z
-17,4,DL,N185DN,LAX,JFK,2475,2022-08-08T23:55:00Z
-7,-3,OO,N511SY,LAX,OKC,1187,2022-08-09T07:07:00Z
1,-8,G4,271NV,LAX,MEM,1619,2022-08-09T08:30:00Z
-23,-8,AA,N104NN,LAX,BOS,2611,2022-08-09T08:30:00Z
-15,-6,B6,N652JB,LAX,SFO,337,2022-08-09T10:53:00Z
-39,-4,DL,N839DN,LAX,SEA,954,2022-08-09T14:02:00Z
7,6,WN,N409WN,LAX,OAK,337,2022-08-09T15:20:00Z
-25,-4,AA,N112AN,LAX,JFK,2475,2022-08-09T15:30:00Z
-10,-8,OO,N614CZ,LAX,SMF,373,2022-08-09T15:40:00Z
7,-7,OO,N509SY,LAX,OKC,1187,2022-08-09T16:10:00Z
-9,-4,OO,N267SY,LAX,PHX,370,2022-08-09T20:33:00Z
-13,-8,OO,N241SY,LAX,SLC,590,2022-08-09T21:00:00Z
-5,-6,B6,N946JL,LAX,FLL,2343,2022-08-09T21:50:00Z
-20,-9,DL,N376DN,LAX,DTW,1979,2022-08-10T05:35:00Z
4,-2,AA,N445AA,LAX,MIA,2342,2022-08-10T08:25:00Z
57,56,AA,N427AN,LAX,MIA,2342,2022-08-10T10:26:00Z
-19,-3,WN,N8756S,LAX,SJC,308,2022-08-10T10:35:00Z
-15,-5,OO,N510SY,LAX,MSO,923,2022-08-10T10:54:00Z
-7,-2,UA,N34460,LAX,ORD,1744,2022-08-10T12:40:00Z
34,11,G4,274NV,LAX,FAR,1440,2022-08-10T15:09:00Z
16,33,B6,N632JB,LAX,SLC,590,2022-08-10T15:43:00Z
-17,-7,AA,N442AN,LAX,HNL,2556,2022-08-11T08:10:00Z
2,-7,NK,N916NK,LAX,ORD,1744,2022-08-11T12:00:00Z
-14,-1,UA,N65832,LAX,IAD,2288,2022-08-11T12:40:00Z
40,47,WN,N272WN,LAX,SFO,337,2022-08-11T12:55:00Z
-11,5,WN,N777QC,LAX,PHX,370,2022-08-11T13:00:00Z
-8,-7,OO,N173SY,LAX,BOI,674,2022-08-11T13:25:00Z
66,82,WN,N425LV,LAX,SMF,373,2022-08-11T17:50:00Z
-9,-5,AA,N419AN,LAX,OGG,2486,2022-08-11T18:10:00Z
-14,-5,UA,N497UA,LAX,PHX,370,2022-08-11T18:57:00Z
-10,-2,DL,N326DN,LAX,SLC,590,2022-08-11T19:00:00Z
4,3,OO,N413SY,LAX,LAS,236,2022-08-11T22:35:00Z
-17,-3,DL,N896DN,LAX,MSP,1535,2022-08-12T08:50:00Z
-25,-2,UA,N62894,LAX,KOA,2504,2022-08-12T09:15:00Z
-8,10,WN,N8547V,LAX,SJC,308,2022-08-12T10:35:00Z
8,10,OO,N409SY,LAX,SJC,308,2022-08-12T12:00:00Z
14,8,AA,N450AN,LAX,DFW,1235,2022-08-12T12:08:00Z
-30,-4,DL,N3743H,LAX,SEA,954,2022-08-12T12:20:00Z
54,68,OO,N413SY,LAX,SFO,337,2022-08-12T16:20:00Z
-1,11,G4,274NV,LAX,MSO,923,2022-08-12T16:53:00Z
55,3,AA,N680AW,LAX,PHX,370,2022-08-12T18:10:00Z
-8,-5,OO,N976SW,LAX,RNO,391,2022-08-12T19:00:00Z
18,28,WN,N253WN,LAX,SJC,308,2022-08-12T21:40:00Z
-7,-2,OO,N607UX,LAX,SAN,109,2022-08-12T22:37:00Z
-17,-5,AA,N150UW,LAX,CLT,2125,2022-08-13T06:05:00Z
-1,2,DL,N108DQ,LAX,SMF,373,2022-08-13T08:20:00Z
22,5,WN,N8568Z,LAX,TUS,451,2022-08-13T14:15:00Z
94,102,WN,N8735L,LAX,LAS,236,2022-08-13T14:35:00Z
-10,-4,AA,N135NN,LAX,LAS,236,2022-08-13T17:51:00Z
-9,-9,OO,N503SY,LAX,ABQ,677,2022-08-13T18:40:00Z
-6,-3,AS,N283AK,LAX,SEA,954,2022-08-14T06:00:00Z
-13,-3,OO,N243SY,LAX,DEN,862,2022-08-14T07:45:00Z
-7,-1,UA,N67815,LAX,IAD,2288,2022-08-14T08:15:00Z
-18,-6,DL,N130DU,LAX,SMF,373,2022-08-14T08:20:00Z
-7,-4,DL,N822DN,LAX,BNA,1797,2022-08-14T10:50:00Z
56,66,WN,N8807L,LAX,PHX,370,2022-08-14T11:45:00Z
94,97,DL,N908DN,LAX,MCO,2218,2022-08-14T15:20:00Z
-7,-6,UA,N457UA,LAX,PHX,370,2022-08-14T18:57:00Z
-14,-3,UA,N77518,LAX,SFO,337,2022-08-14T20:05:00Z
109,102,WN,N8722L,LAX,PHX,370,2022-08-14T20:15:00Z
25,23,AA,N316PF,LAX,ORD,1744,2022-08-14T23:55:00Z
2,18,WN,N272WN,LAX,DEN,862,2022-08-15T09:20:00Z
-4,-3,UA,N47505,LAX,OGG,2486,2022-08-15T10:33:00Z
-29,-3,DL,N904DN,LAX,SEA,954,2022-08-15T16:30:00Z
44,46,AS,N275AK,LAX,GEG,945,2022-08-15T20:35:00Z
27,35,WN,N920WN,LAX,RNO,391,2022-08-15T20:35:00Z
-9,5,WN,N241WN,LAX,LAS,236,2022-08-15T21:10:00Z
-12,-4,OO,N620UX,LAX,SAN,109,2022-08-15T22:37:00Z
-24,-5,DL,N365NW,LAX,SLC,590,2022-08-16T07:00:00Z
-21,-5,UA,N37528,LAX,DEN,862,2022-08-16T11:00:00Z
-25,-7,OO,N868AS,LAX,MFR,630,2022-08-16T12:57:00Z
-14,-3,WN,N8801Q,LAX,SJC,308,2022-08-16T13:55:00Z
88,3,AA,N105NN,LAX,BOS,2611,2022-08-16T14:30:00Z
-5,-1,NK,N950NK,LAX,MCI,1363,2022-08-16T15:30:00Z
-1,-8,OO,N780SK,LAX,ASE,737,2022-08-16T16:32:00Z
0,11,WN,N8557Q,LAX,OAK,337,2022-08-16T17:20:00Z
-18,-4,AA,N140AN,LAX,LAS,236,2022-08-16T18:55:00Z
-15,-5,NK,N635NK,LAX,OAK,337,2022-08-16T19:50:00Z
11,6,WN,N7841A,LAX,SAT,1211,2022-08-17T07:25:00Z
-15,-1,OO,N304SY,LAX,PHX,370,2022-08-17T08:00:00Z
-21,-9,UA,N62884,LAX,MCO,2218,2022-08-17T08:20:00Z
-14,-6,OO,N515SY,LAX,SMF,373,2022-08-17T09:01:00Z
-2,5,WN,N7724A,LAX,RNO,391,2022-08-17T12:45:00Z
16,28,UA,N76515,LAX,DEN,862,2022-08-17T13:03:00Z
0,9,OO,N280SY,LAX,SMF,373,2022-08-17T15:40:00Z
21,29,DL,N329DN,LAX,SLC,590,2022-08-17T19:00:00Z
-9,-3,WN,N234WN,LAX,AUS,1242,2022-08-17T19:00:00Z
35,42,B6,N961JT,LAX,EWR,2454,2022-08-17T23:55:00Z
8,20,UA,N74856,LAX,ORD,1744,2022-08-18T07:00:00Z
-20,-5,DL,N310DU,LAX,SAT,1211,2022-08-18T09:45:00Z
31,1,AA,N412UW,LAX,MIA,2342,2022-08-18T10:16:00Z
32,26,WN,N8574Z,LAX,LAS,236,2022-08-18T11:10:00Z
22,-3,WN,N439WN,LAX,LAS,236,2022-08-18T11:50:00Z
2,10,OO,N306SY,LAX,SFO,337,2022-08-18T15:20:00Z
110,110,OO,N259SY,LAX,SJC,308,2022-08-18T17:15:00Z
-11,-5,AA,N856NN,LAX,ORD,1744,2022-08-18T22:56:00Z
76,76,B6,N923JB,LAX,BOS,2611,2022-08-18T23:22:00Z
-13,-4,WN,N8327A,LAX,DAL,1246,2022-08-19T05:05:00Z
-14,2,WN,N200WN,LAX,ELP,715,2022-08-19T09:25:00Z
-6,7,UA,N25201,LAX,DEN,862,2022-08-19T13:03:00Z
-16,-8,OO,N280SY,LAX,TUS,451,2022-08-19T14:56:00Z
2,-7,UA,N454UA,LAX,AUS,1242,2022-08-19T19:00:00Z
82,85,WN,N216WR,LAX,AUS,1242,2022-08-19T19:00:00Z
-23,3,AA,N562UW,LAX,CLT,2125,2022-08-19T22:06:00Z
1,21,DL,N326DN,LAX,ATL,1947,2022-08-19T22:45:00Z
-10,0,WN,N774SW,LAX,HOU,1390,2022-08-20T05:00:00Z
-7,2,OO,N507SY,LAX,TUL,1283,2022-08-20T09:10:00Z
8,6,OO,N510SY,LAX,XNA,1371,2022-08-20T10:00:00Z
-7,-1,OO,N282SY,LAX,SJC,308,2022-08-20T12:39:00Z
-9,-3,AA,N657AW,LAX,LAS,236,2022-08-20T13:11:00Z
-22,-13,AA,N813AN,LAX,MIA,2342,2022-08-20T13:25:00Z
-8,-4,OO,N506SY,LAX,OMA,1330,2022-08-20T13:28:00Z
0,-7,AS,N630VA,LAX,PDX,834,2022-08-20T14:10:00Z
-7,-10,OO,N795SK,LAX,ASE,737,2022-08-20T16:32:00Z
-11,-3,AA,N746UW,LAX,STL,1592,2022-08-20T18:07:00Z
15,18,WN,N8811L,LAX,SJC,308,2022-08-20T19:45:00Z
-24,-4,AA,N442AN,LAX,FLL,2343,2022-08-20T21:10:00Z
-32,-8,UA,N13013,LAX,EWR,2454,2022-08-20T21:25:00Z
-12,4,B6,N766JB,LAX,MCO,2218,2022-08-20T22:15:00Z
-15,-6,WN,N8529Z,LAX,DEN,862,2022-08-21T06:45:00Z
16,-1,UA,N206UA,LAX,EWR,2454,2022-08-21T07:00:00Z
32,1,NK,N919NK,LAX,EWR,2454,2022-08-21T08:02:00Z
-2,1,OO,N716SK,LAX,JAC,784,2022-08-21T10:15:00Z
14,13,DL,N820DX,LAX,MSP,1535,2022-08-21T13:05:00Z
-15,-2,WN,N263WN,LAX,SMF,373,2022-08-21T13:30:00Z
148,53,UA,N76517,LAX,DEN,862,2022-08-21T16:13:00Z
4,0,DL,N373DX,LAX,SLC,590,2022-08-21T17:24:00Z
0,6,DL,N366DX,LAX,SLC,590,2022-08-21T19:00:00Z
7,-5,OO,N269SY,LAX,ABQ,677,2022-08-21T19:15:00Z
-18,-7,DL,N3737C,LAX,PDX,834,2022-08-21T20:25:00Z
-15,-5,AS,N635VA,LAX,SEA,954,2022-08-21T20:55:00Z
26,41,AA,N139AN,LAX,CLT,2125,2022-08-21T22:06:00Z
-8,-7,OO,N430SY,LAX,SJC,308,2022-08-22T09:05:00Z
-6,-5,AS,N557AS,LAX,OGG,2486,2022-08-22T09:28:00Z
-7,-10,OO,N177SY,LAX,LAS,236,2022-08-22T10:00:00Z
2,-8,AA,N117AN,LAX,BOS,2611,2022-08-22T10:15:00Z
82,82,B6,N536JB,LAX,SLC,590,2022-08-22T10:48:00Z
0,-9,AS,N637VA,LAX,SEA,954,2022-08-22T12:00:00Z
25,11,UA,N37263,LAX,LAS,236,2022-08-22T12:45:00Z
5,1,AA,N445AA,LAX,PHX,370,2022-08-22T16:20:00Z
-19,-7,DL,N398DA,LAX,PDX,834,2022-08-22T16:57:00Z
-2,9,DL,N362NW,LAX,AUS,1242,2022-08-22T17:00:00Z
9,5,WN,N8808Q,LAX,MDW,1750,2022-08-23T05:25:00Z
37,48,OO,N517SY,LAX,ELP,715,2022-08-23T08:30:00Z
-11,-3,NK,N929NK,LAX,CLE,2052,2022-08-23T08:54:00Z
6,-3,QX,N627QX,LAX,SEA,954,2022-08-23T10:40:00Z
-7,-6,NK,N923NK,LAX,ORD,1744,2022-08-23T12:00:00Z
17,35,DL,N389DN,LAX,ATL,1947,2022-08-23T14:25:00Z
-20,-9,OO,N502SY,LAX,TUS,451,2022-08-23T14:32:00Z
-16,-5,AS,N461AS,LAX,SEA,954,2022-08-23T17:00:00Z
-21,-8,UA,N33286,LAX,DEN,862,2022-08-23T20:48:00Z
-33,-6,DL,N854DN,LAX,SFO,337,2022-08-23T22:29:00Z
-15,-4,OO,N809CA,LAX,FAT,209,2022-08-23T22:35:00Z
-14,-9,AA,N106NN,LAX,JFK,2475,2022-08-23T23:59:00Z
-29,-8,DL,N924DZ,LAX,SEA,954,2022-08-24T06:00:00Z
-17,-10,AS,N215AK,LAX,PDX,834,2022-08-24T06:00:00Z
-12,6,WN,N8329B,LAX,MCI,1363,2022-08-24T07:50:00Z
-18,-6,OO,N285SY,LAX,PHX,370,2022-08-24T08:00:00Z
38,-1,NK,N937NK,LAX,EWR,2454,2022-08-24T08:02:00Z
22,0,AA,N128AN,LAX,MIA,2342,2022-08-24T08:25:00Z
34,54,WN,N7855A,LAX,SFO,337,2022-08-24T09:15:00Z
-6,2,WN,N8731J,LAX,SJC,308,2022-08-24T10:35:00Z
0,-5,NK,N604NK,LAX,ORD,1744,2022-08-24T14:28:00Z
54,34,AA,N131NN,LAX,AUS,1242,2022-08-24T15:55:00Z
8,18,OO,N270SY,LAX,GEG,945,2022-08-24T19:21:00Z
13,22,OO,N516SY,LAX,ELP,715,2022-08-24T20:04:00Z
-20,-8,WN,N238WN,LAX,RNO,391,2022-08-24T20:35:00Z
-24,-8,NK,N948NK,LAX,DFW,1235,2022-08-25T07:50:00Z
-9,-8,OO,N247SY,LAX,ABQ,677,2022-08-25T08:00:00Z
-21,-9,NK,N623NK,LAX,SDF,1843,2022-08-25T09:10:00Z
8,-1,AA,N958NN,LAX,ORD,1744,2022-08-25T13:28:00Z
-16,-2,AA,N430AN,LAX,PHL,2402,2022-08-25T13:30:00Z
-10,-6,DL,N891DN,LAX,HNL,2556,2022-08-25T18:00:00Z
-11,-9,OO,N610CZ,LAX,ABQ,677,2022-08-25T19:15:00Z
7,-1,WN,N414WN,LAX,LAS,236,2022-08-25T21:10:00Z
-20,-6,B6,N2142J,LAX,BOS,2611,2022-08-25T21:20:00Z
-8,1,AA,N845NN,LAX,ORD,1744,2022-08-25T22:56:00Z
-28,-10,AA,N448AN,LAX,HNL,2556,2022-08-26T08:00:00Z
2,-10,OO,N405SY,LAX,SLC,590,2022-08-26T08:45:00Z
-13,-2,DL,N583NW,LAX,MSP,1535,2022-08-26T11:50:00Z
7,10,AA,N408AN,LAX,DCA,2311,2022-08-26T12:58:00Z
15,16,DL,N820DX,LAX,MSP,1535,2022-08-26T13:05:00Z
-15,-9,DL,N308DN,LAX,ATL,1947,2022-08-26T15:25:00Z
-9,-1,DL,N3744F,LAX,PDX,834,2022-08-26T16:57:00Z
-14,-5,OO,N507SY,LAX,ELP,715,2022-08-26T18:30:00Z
-5,-4,OO,N925SW,LAX,PRC,346,2022-08-26T19:30:00Z
-2,-9,UA,N426UA,LAX,PHX,370,2022-08-26T20:35:00Z
-18,-4,UA,N17105,LAX,JFK,2475,2022-08-26T22:40:00Z
14,32,UA,N829UA,LAX,SFO,337,2022-08-26T22:45:00Z
-6,-6,NK,N916NK,LAX,DFW,1235,2022-08-27T06:00:00Z
-19,-9,UA,N73259,LAX,DEN,862,2022-08-27T06:58:00Z
-13,-7,HA,N379HA,LAX,OGG,2486,2022-08-27T08:10:00Z
-6,-5,WN,N8758L,LAX,LAS,236,2022-08-27T08:20:00Z
-18,-10,OO,N910SW,LAX,RNO,391,2022-08-27T10:16:00Z
-8,-9,OO,N402SY,LAX,SLC,590,2022-08-27T11:55:00Z
-25,-3,DL,N379DN,LAX,ATL,1947,2022-08-27T15:25:00Z
-6,-4,AA,N434AN,LAX,DFW,1235,2022-08-27T16:40:00Z
-16,-10,AA,N452AN,LAX,HNL,2556,2022-08-27T18:28:00Z
-21,-6,DL,N301DU,LAX,IAH,1379,2022-08-27T18:30:00Z
-10,-6,OO,N501SY,LAX,SEA,954,2022-08-27T20:59:00Z
16,31,AA,N922AN,LAX,ORD,1744,2022-08-27T23:56:00Z
-6,-3,WN,N8742M,LAX,SMF,373,2022-08-28T05:15:00Z
-17,-8,AA,N116AN,LAX,JFK,2475,2022-08-28T06:00:00Z
29,21,AA,N134AN,LAX,AUS,1242,2022-08-28T08:00:00Z
-9,-5,OO,N516SY,LAX,RNO,391,2022-08-28T09:10:00Z
25,41,UA,N33292,LAX,KOA,2504,2022-08-28T09:15:00Z
-10,-10,AS,N635VA,LAX,SEA,954,2022-08-28T09:30:00Z
-18,-2,OO,N487CA,LAX,ACV,577,2022-08-28T13:19:00Z
-16,-6,OO,N520SY,LAX,IAH,1379,2022-08-28T14:27:00Z
-4,20,DL,N329NW,LAX,AUS,1242,2022-08-28T17:00:00Z
-22,-11,AA,N740UW,LAX,STL,1592,2022-08-28T18:07:00Z
-1,-2,AA,N738US,LAX,PHX,370,2022-08-28T18:13:00Z
-19,-3,WN,N8604K,LAX,SLC,590,2022-08-28T20:15:00Z
-11,4,UA,N37413,LAX,BWI,2329,2022-08-28T22:55:00Z
-7,-4,AA,N128AN,LAX,AUS,1242,2022-08-29T08:00:00Z
-16,-3,G4,316NV,LAX,MEM,1619,2022-08-29T08:45:00Z
4,1,WN,N8539V,LAX,OAK,337,2022-08-29T09:55:00Z
-13,-5,OO,N720EV,LAX,JAC,784,2022-08-29T10:15:00Z
-7,-11,UA,N37502,LAX,OGG,2486,2022-08-29T10:33:00Z
30,0,NK,N606NK,LAX,SLC,590,2022-08-29T14:45:00Z
29,-4,AA,N106NN,LAX,JFK,2475,2022-08-29T15:30:00Z
-9,-3,OO,N176SY,LAX,SJC,308,2022-08-29T17:40:00Z
2,16,OO,N125SY,LAX,SBP,156,2022-08-29T22:35:00Z
7,-4,UA,N77871,LAX,IAD,2288,2022-08-29T23:10:00Z
-4,1,DL,N879DN,LAX,ATL,1947,2022-08-29T23:45:00Z
-13,3,WN,N8768Q,LAX,PHX,370,2022-08-30T05:40:00Z
5,-10,B6,N978JB,LAX,JFK,2475,2022-08-30T08:10:00Z
1,6,AA,N979UY,LAX,ORD,1744,2022-08-30T09:13:00Z
4,8,DL,N186DN,LAX,ATL,1947,2022-08-30T13:25:00Z
7,-5,AA,N406AN,LAX,PHL,2402,2022-08-30T15:45:00Z
-8,-5,OO,N275SY,LAX,BOI,674,2022-08-30T19:10:00Z
11,22,AA,N107NN,LAX,BOS,2611,2022-08-30T22:20:00Z
-21,-4,UA,N490UA,LAX,TPA,2158,2022-08-30T22:50:00Z
-19,-5,UA,N17244,LAX,MCO,2218,2022-08-30T23:00:00Z
-12,-6,DL,N878DN,LAX,SEA,954,2022-08-31T06:00:00Z
16,1,WN,N8546V,LAX,DEN,862,2022-08-31T06:45:00Z
-30,-2,DL,N718TW,LAX,DCA,2311,2022-08-31T07:45:00Z
-8,-3,AA,N430AN,LAX,HNL,2556,2022-08-31T08:00:00Z
21,-10,DL,N373NW,LAX,DFW,1235,2022-08-31T08:45:00Z
45,44,DL,N589NW,LAX,MSP,1535,2022-08-31T11:50:00Z
-7,-3,UA,N12012,LAX,EWR,2454,2022-08-31T12:45:00Z
-2,-5,AA,N429AN,LAX,PHL,2402,2022-08-31T13:30:00Z
5,0,WN,N470WN,LAX,MDW,1750,2022-08-31T19:35:00Z
-3,6,WN,N8704Q,LAX,SMF,373,2022-08-31T21:00:00Z
12,27,WN,N7749B,LAX,PHX,370,2022-08-31T22:15:00Z
-7,5,DL,N387DN,LAX,ATL,1947,2022-08-31T22:45:00Z
40,38,OO,N614CZ,LAX,SFO,337,2022-09-01T06:15:00Z
-12,-9,AA,N102NN,LAX,JFK,2475,2022-09-01T07:00:00Z
-2,2,DL,N660DL,LAX,MSP,1535,2022-09-01T13:05:00Z
8,-2,DL,N1200K,LAX,ATL,1947,2022-09-01T13:25:00Z
12,15,WN,N7851A,LAX,DAL,1246,2022-09-01T17:50:00Z
148,142,AA,N716UW,LAX,STL,1592,2022-09-01T18:07:00Z
-19,-5,OO,N182SY,LAX,SFO,337,2022-09-01T18:10:00Z
20,31,DL,N377DE,LAX,MEM,1619,2022-09-01T18:55:00Z
-16,6,UA,N404UA,LAX,IAD,2288,2022-09-01T21:33:00Z
-18,0,DL,N826DN,LAX,FLL,2343,2022-09-01T22:35:00Z
-20,-1,UA,N462UA,LAX,TPA,2158,2022-09-01T22:50:00Z
23,4,G4,338NV,LAX,SHV,1425,2022-09-02T06:00:00Z
-5,4,OO,N182SY,LAX,SJC,308,2022-09-02T09:05:00Z
-13,-2,UA,N58101,LAX,EWR,2454,2022-09-02T11:30:00Z
-10,-3,UA,N73445,LAX,IAH,1379,2022-09-02T13:07:00Z
-19,-6,B6,N987JT,LAX,JFK,2475,2022-09-02T13:45:00Z
1,-2,DL,N322DN,LAX,ATL,1947,2022-09-02T15:25:00Z
63,55,AA,N576UW,LAX,ORD,1744,2022-09-02T17:50:00Z
-11,-5,AA,N833AW,LAX,AUS,1242,2022-09-02T18:05:00Z
-10,-2,OO,N186SY,LAX,SFO,337,2022-09-02T19:00:00Z
-6,-2,OO,N965SW,LAX,RNO,391,2022-09-02T19:00:00Z
188,174,OO,N437SW,LAX,PRC,346,2022-09-02T19:30:00Z
-12,-10,B6,N929JB,LAX,EWR,2454,2022-09-02T23:55:00Z
11,2,DL,N175DN,LAX,JFK,2475,2022-09-03T07:45:00Z
-6,-4,OO,N503SY,LAX,ELP,715,2022-09-03T08:30:00Z
-7,-3,OO,N175SY,LAX,BZN,902,2022-09-03T08:45:00Z
2,4,AA,N439AN,LAX,PHL,2402,2022-09-03T08:49:00Z
8,8,WN,N8651A,LAX,STL,1592,2022-09-03T09:00:00Z
-4,-1,OO,N618UX,LAX,JAC,784,2022-09-03T09:12:00Z
-18,-6,B6,N976JT,LAX,JFK,2475,2022-09-03T13:45:00Z
-13,-1,OO,N502SY,LAX,SMF,373,2022-09-03T15:31:00Z
3,15,UA,N37293,LAX,MCO,2218,2022-09-03T23:05:00Z
10,-5,B6,N2142J,LAX,BOS,2611,2022-09-04T07:00:00Z
2,-3,AA,N801AC,LAX,ORD,1744,2022-09-04T08:05:00Z
-14,-1,DL,N353NW,LAX,DFW,1235,2022-09-04T08:45:00Z
7,-3,AA,N108NN,LAX,JFK,2475,2022-09-04T10:00:00Z
-14,1,WN,N8730Q,LAX,AUS,1242,2022-09-04T11:20:00Z
-15,0,UA,N455UA,LAX,IAH,1379,2022-09-04T13:07:00Z
-18,-5,OO,N265SY,LAX,TUS,451,2022-09-04T14:56:00Z
20,-2,B6,N945JT,LAX,JFK,2475,2022-09-04T15:14:00Z
-11,-3,WN,N773SA,LAX,OAK,337,2022-09-04T19:40:00Z
-4,-9,B6,N2105J,LAX,JFK,2475,2022-09-05T05:45:00Z
16,22,WN,N8735L,LAX,DAL,1246,2022-09-05T08:35:00Z
-11,-6,OO,N517SY,LAX,SMF,373,2022-09-05T09:01:00Z
-19,-6,WN,N457WN,LAX,RNO,391,2022-09-05T12:45:00Z
-7,-4,AA,N978UY,LAX,CLT,2125,2022-09-05T13:37:00Z
-12,-5,OO,N501SY,LAX,TUS,451,2022-09-05T13:49:00Z
-4,7,WN,N8752Q,LAX,BWI,2329,2022-09-05T16:00:00Z
-7,-5,OO,N191SY,LAX,SLC,590,2022-09-05T17:05:00Z
-22,-5,OO,N513SY,LAX,PDX,834,2022-09-05T19:16:00Z
-10,-6,DL,N1603,LAX,JFK,2475,2022-09-05T21:50:00Z
9,-2,UA,N206UA,LAX,EWR,2454,2022-09-06T07:00:00Z
-9,-7,DL,N302DU,LAX,IAH,1379,2022-09-06T08:10:00Z
1,-5,UA,N14011,LAX,EWR,2454,2022-09-06T08:20:00Z
-20,-10,AS,N583AS,LAX,OGG,2486,2022-09-06T09:28:00Z
3,8,OO,N188SY,LAX,RDM,726,2022-09-06T14:10:00Z
-6,-2,OO,N186SY,LAX,SLC,590,2022-09-06T17:05:00Z
160,169,OO,N613CZ,LAX,BOI,674,2022-09-06T18:00:00Z
-1,-10,OO,N503SY,LAX,OKC,1187,2022-09-07T07:00:00Z
14,-9,AA,N103NN,LAX,JFK,2475,2022-09-07T08:00:00Z
-17,-8,B6,N510JB,LAX,LAS,236,2022-09-07T08:40:00Z
-10,-3,OO,N281SY,LAX,RNO,391,2022-09-07T09:25:00Z
-8,0,WN,N201LV,LAX,LAS,236,2022-09-07T09:30:00Z
31,-4,DL,N388DN,LAX,ATL,1947,2022-09-07T10:10:00Z
21,-2,AA,N436AN,LAX,MIA,2342,2022-09-07T10:16:00Z
-2,0,DL,N831DN,LAX,SLC,590,2022-09-07T11:05:00Z
0,-1,DL,N593NW,LAX,DTW,1979,2022-09-07T12:30:00Z
-25,-10,OO,N405SY,LAX,SFO,337,2022-09-07T16:55:00Z
-8,-3,OO,N182SY,LAX,SLC,590,2022-09-07T20:25:00Z
-11,-7,OO,N282SY,LAX,OAK,337,2022-09-07T20:34:00Z
4,0,UA,N37525,LAX,IAD,2288,2022-09-07T23:02:00Z
-10,-2,DL,N348DN,LAX,DTW,1979,2022-09-08T05:40:00Z
-19,4,HA,N382HA,LAX,HNL,2556,2022-09-08T07:00:00Z
-18,0,DL,N539US,LAX,HNL,2556,2022-09-08T08:15:00Z
0,2,OO,N516SY,LAX,DEN,862,2022-09-08T10:00:00Z
-20,-6,UA,N412UA,LAX,SFO,337,2022-09-08T10:30:00Z
14,17,UA,N76529,LAX,MCO,2218,2022-09-08T10:40:00Z
8,-5,B6,N992JB,LAX,JFK,2475,2022-09-08T15:22:00Z
-18,-5,UA,N427UA,LAX,SFO,337,2022-09-08T16:10:00Z
5,1,B6,N526JL,LAX,LAS,236,2022-09-08T16:40:00Z
0,-7,AA,N845NN,LAX,ORD,1744,2022-09-08T17:47:00Z
-2,-3,B6,N991JT,LAX,MIA,2342,2022-09-08T21:37:00Z
-15,-1,AA,N404AN,LAX,PHL,2402,2022-09-08T22:22:00Z
-10,-5,B6,N990JL,LAX,EWR,2454,2022-09-09T06:05:00Z
-10,-6,DL,N375DA,LAX,PDX,834,2022-09-09T06:35:00Z
-15,-5,B6,N969JT,LAX,JFK,2475,2022-09-09T09:55:00Z
82,49,WN,N951WN,LAX,LAS,236,2022-09-09T12:20:00Z
10,3,DL,N136DQ,LAX,SFO,337,2022-09-09T12:25:00Z
9,3,AA,N454AL,LAX,DFW,1235,2022-09-09T14:40:00Z
-2,-3,OO,N178SY,LAX,SFO,337,2022-09-09T19:40:00Z
-22,-1,AS,N546AS,LAX,ANC,2345,2022-09-09T19:45:00Z
159,168,AA,N409AA,LAX,DFW,1235,2022-09-09T23:59:00Z
0,4,WN,N8511K,LAX,DAL,1246,2022-09-10T05:20:00Z
-5,1,WN,N8308K,LAX,DEN,862,2022-09-10T05:25:00Z
-17,-8,UA,N75436,LAX,IAH,1379,2022-09-10T05:40:00Z
-27,-6,OO,N108SY,LAX,RDM,726,2022-09-10T12:53:00Z
-27,-8,OO,N965SW,LAX,ACV,577,2022-09-10T13:15:00Z
